Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Name of file containing figure,Figure/Table,Quote reference id,Representative?,NMO_ID,Interpretation notes figures,New?,Notes,copied to portal folder,Ordering
"Anstötz M, Fiske MP, Maccaferri G",Impaired KCC2 Function Triggers Interictal-Like Activity Driven by Parvalbumin-Expressing Interneurons in the Isolated Subiculum In Vitro,Cerebral Cortex,2021,33987649,5015,Anstotz-Maccaferri-2021-4681-v31-CerebCortex-FigS2_n2-Cell5015.jpeg,figure,701378,1,,,,,,
"Anstötz M, Fiske MP, Maccaferri G",Impaired KCC2 Function Triggers Interictal-Like Activity Driven by Parvalbumin-Expressing Interneurons in the Isolated Subiculum In Vitro,Cerebral Cortex,2021,33987649,5015,Anstotz-Maccaferri-2021-4681-v31-CerebCortex-FigS2_n3-Cell5015.jpeg,figure,701380,,,,,,,
"Deller T, Adelmann G, Nitsch R, Frotscher M",The alvear pathway of the rat hippocampus,Cell and Tissue Research,1996,8929332,6092,Deller-Frotscher-1996-293-CellTissueRes-Fig2-Cell6092.jpeg,figure,701392,,,,,,,
"Deller T, Adelmann G, Nitsch R, Frotscher M",The alvear pathway of the rat hippocampus,Cell and Tissue Research,1996,8929332,6017,Deller-Frotscher-1996-293-CellTissueRes-Fig2-Cell6017.jpeg,figure,701396,,,,,,,
"Ferrante M, Tahvildari B, Duque A, Hadzipasic M, Salkoff D, Zagha EW, Hasselmo ME, McCormick DA",Distinct Functional Groups Emerge from the Intrinsic Properties of Molecularly Identified Entorhinal Interneurons and Principal Cells,Cerebral Cortex,2017,27269961,6053,Ferrante-McCormick-2017-3186-v27-CerebCortex-Fig6A-Cell6053.jpeg,figure,701398,1,,,,,,
"Melzer S, Michael M, Caputi A, Eliava M, Fuchs EC, Whittington MA, Monyer H",Long-range-projecting GABAergic neurons modulate inhibition in hippocampus and entorhinal cortex,Science,2012,22442486,6118,Melzer-Monyer-2012-1506-v335-Science-Fig2E-Cell6118.jpeg,figure,701400,1,,,,,,
"Fuchs EC, Neitz A, Pinna R, Melzer S, Caputi A, Monyer H",Local and Distant Input Controlling Excitation in Layer II of the Medial Entorhinal Cortex,Neuron,2016,26711115,6118,Fuchs-Monyer-2016-194-v89-n1-Neuron-Fig7E-Cell6118.jpeg,figure,701406,,,,,,,
"Cea-del Rio CA, Lawrence JJ, Erdelyi F, Szabo G, McBain CJ",Cholinergic modulation amplifies the intrinsic oscillatory properties of CA1 hippocampal cholecystokinin-positive interneurons,Journal of Physiology,2011,21115639,4100,Cea-del Rio-McBain-2011-609-JPhysiol-Fig1C-Cell4100.jpeg,figure,701412,,,,,,,
"Jinno, S., Klausberger, T.,  Marton, L.F., Dalezios, Y.,  Roberts,  J.D.B.,Fuentealba,  P.,  Bushong,  E.A.,  Henze,  D.,  BuzsaÇ_‰ki,  G.  &  Somogyi,  P.",Neuronal diversity in GABAergic long-range projections from the hippocampus.,Journal of Neuroscience,2007,17699661,4043,Jinno-Somogyi-2007-8790-v27-n33-JNeurosci-Fig3-Cell4043.jpeg,figure,750004,,,,,,,
"Jinno, S., Klausberger, T.,  Marton, L.F., Dalezios, Y.,  Roberts,  J.D.B.,Fuentealba,  P.,  Bushong,  E.A.,  Henze,  D.,  BuzsaÇ_‰ki,  G.  &  Somogyi,  P.",Neuronal diversity in GABAergic long-range projections from the hippocampus.,Journal of Neuroscience,2007,17699661,4043,Jinno-Somogyi-2007-8790-JNeurosci-Tab2-cell4043.jpeg,table,750006,,,,,,,
"Fuentealba P, Klausberger T, Karayannis T, Suen WY, Huck J, Tomioka R, Rockland K, Capogna M, Studer M, Morales M, Somogyi P",Expression of COUP-TFII Nuclear Receptor in Restricted GABAergic Neuronal Populations in the Adult Rat Hippocampus,The Journal of Neuroscience,2010,20130170,4008,Fuentealba-Somogyi-2010-1595-JNeurosci-Fig8AB-Cell4008.jpeg,figure,750012,1,not yet in database,,,,,
"Klausberger T, Somogyi P",Neuronal diversity and temporal dynamics: the unity of hippocampal circuit operations,Science,2008,18599766,4014,Klausberger-Somogyi-2008-53-Science-Fig1_cell13-Cell4014.jpeg,figure,750016,1,schematic,,,,,
"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,4013,Lapray-Klausberger-2012-1265-NatNeurosci-Fig2b-Cell4013.jpeg,figure,750018,,no 3D reconstructions,,,,,
"Acs_dy L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,4044,Acsady-Freund-1996-299-Neurosci-Fig3_cell1-Cell4044.jpeg,figure,750022,1,no 3D reconstructions,,,,,
"Chamberland S, Salesse C, Topolnik D, Topolnik L",Synapse-specific inhibitory control of hippocampal feedback inhibitory circuit,Frontiers in Cellular Neuroscience,2010,21060720,4115,Chamberland-Topolnik-2010-130-FrontCellNeurosci-Fig2C_green-lightblue-Cell4115.jpeg,figure,750030,1,NMO_07896,,,,,
"Fuentealba P, Klausberger T, Karayannis T, Suen WY, Huck J, Tomioka R, Rockland K, Capogna M, Studer M, Morales M, Somogyi P",Expression of COUP-TFII Nuclear Receptor in Restricted GABAergic Neuronal Populations in the Adult Rat Hippocampus,The Journal of Neuroscience,2010,20130170,4116,Fuentealba-Somogyi-2010-1595-JNeurosci-Fig7AB-Cell4116.jpeg,figure,750034,1,not yet in database,,,,,
Capogna M,Neurogliaform cells and other interneurons of stratum lacunosum-moleculare gate entorhinal-hippocampal dialogue,Journal of Physiology,2011,21135049,4116,Capogna--2011-1875-JPhysiol-Fig1_BC-Cell4116.jpeg,figure,750036,,,,,,,
"Acs_dy L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,4046,Acsady-Freund-1996-299-Neurosci-Fig3_cell2-Cell4046.jpeg,figure,750040,1,no 3D reconstructions,,,,,
Ali AB,CB1 modulation of temporally distinct synaptic facilitation among local circuit interneurons mediated by N-type calcium channels in CA1,Journal of Neurophysiology,2011,21123660,4117,Ali--2011-1051-v105-JNeurophysiol-Fig1A_blue-blue-Cell4117.jpeg,figure,750042,1,not yet in database,,,,,
"Chamberland S, Topolnik L",Inhibitory control of hippocampal inhibitory neurons,Frontiers in Neuroscience,2012,23162426,4119,Chamberland-Topolnik-2012-1-FrontNeurosci-Fig2C-Cell4119.jpeg,figure,750044,,not yet in database,,,,,
"Sik A, Penttonen M, Ylinen A, Buzs_ki G",Hippocampal CA1 interneurons: an in vivo intracellular labeling study,The Journal of Neuroscience,1995,7472426,4120,Sik-Buzsaki-1995-6651-v15-n10-JNeurosci-Fig9A-Cell4120.jpeg,figure,750048,1,not yet in database,,,,,
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P","Complementary Roles of Cholecystokinin- and Parvalbumin-
Expressing GABAergic Neurons in Hippocampal Network Oscillations",Journal of Neuroscience,2005,16237182,4121,Klausberger-Somogyi-2005-9782-JNeurosci-Fig4AB-Cell4121.jpeg,figure,750050,1,no 3D reconstructions,,,,,
"Svoboda KR, Adams CE, Lupica CR",Opioid receptor subtype expression defines morphologically distinct classes of hippocampal interneurons,Journal of Neuroscience,1999,9870941,4077,Svoboda-Lupica-1999-85-JNeurosci-Fig5A-Cell4077.jpeg,figure,750054,1,no 3D reconstructions,,,,,
"Glickfeld LL, Scanziani M",Distinct timing in the activity of cannabinoid-sensitive and cannabinoid-insensitive basket cells,Nature Neuroscience,2006,16648849,4143,Glickfeld-Scanziani-2006-807-NatNeurosci-FigS1a_050126017-Cell4143.jpeg,figure,750056,1,NMO_07342,,,,,
"Tyan L, Chamberland S, Magnin E, Camiré O, Francavilla R, David LS, Deisseroth K, Topolnik L",Dendritic inhibition provided by interneuron-specific cells controls the firing rate and timing of the hippocampal feedback inhibitory circuitry,Journal of Neuroscience,2014,24671999,4131,Tyan-Topolnik-2014-4534-JNeurosci-Fig6C1-Cell4131.jpeg,figure,750058,1,NMO_50498,,,,,
"Acs_dy L., Arabadzisz D. Freund TF",Correlated morphological and neurochemical features identify different subsets of vasoactive intestinal polypeptide-immunoreactive interneurons in rat hippocampus,Neuroscience,1996,8783251,4058,Acsady-Freund-1996-299-Neurosci-Fig3_cell5-Cell4058.jpeg,figure,750060,1,no 3D reconstructions,,,,,
"Glickfeld LL, Scanziani M",Distinct timing in the activity of cannabinoid-sensitive and cannabinoid-insensitive basket cells,Nature Neuroscience,2006,16648849,4152,Glickfeld-Scanziani-2006-807-NatNeurosci-FigS1b_040714017-Cell4152.jpeg,figure,750078,1,NMO_07332,,,,,
"Glickfeld LL, Scanziani M",Distinct timing in the activity of cannabinoid-sensitive and cannabinoid-insensitive basket cells,Nature Neuroscience,2006,16648849,4152,Glickfeld-Scanziani-2006-807-NatNeurosci-FigS1b_050315000-Cell4152.jpeg,figure,750080,,NMO_07350,,,,,
"Sauer JF, Strüber M, Bartos M",Interneurons provide circuit-specific depolarization and hyperpolarization,Journal of neuroscience,2012,22442084,4142,Sauer-Bartos-2012-4224-JNeurosci-Fig2A_CA1-Cell4142.jpeg,figure,750082,,not yet in database,,,,,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4170,Tricoire-McBain-2011-10948-JNeurosci-Fig8B-Cell4170.jpeg,figure,750084,1,NMO_36075,,,,,
"Losonczy A, Zhang L, Shigemoto R, Somogyi P, Nusser Z",Cell type dependence and variability in the short-term plasticity of EPSCs in identified mouse hippocampal interneurones,Journal of Physiology,2002,12096061,4136,Losonczy-Nusser-2002-193-JPhysiol-Fig7D-Cell4136.jpeg,figure,750086,1,no 3D reconstructions,,,,,
"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,4138,Varga-Soltesz-2014-e04006-eLife-Fig6B-Cell4138.jpeg,figure,750088,1,not in archive,,,,,
"Seress L, Abrahám H, Lin H, Totterdell S",Nitric oxide-containing pyramidal neurons of the subiculum innervate the CA1 area,Experimental Brain Research,2002,12373367,5003,Seress-Totterdell-2002-38-ExpBrainRes-Fig1A-Cell5003.jpeg,figure,750098,,no 3D reconstructions,,,,,
"Cossart R, Petanjek Z, Dumitriu D, Hirsch JC, Ben-Ari Y, Esclapez M, Bernard C",Interneurons targeting similar layers receive synaptic inputs with similar kinetics,Hippocampus,2006,16435315,4100,Cossart-Bernard-2006-408-v16-Hippocampus-Fig1a_161T1-Cell4100.jpeg,figure,750102,,NMO_02651,,,,,724
"Cossart R, Petanjek Z, Dumitriu D, Hirsch JC, Ben-Ari Y, Esclapez M, Bernard C",Interneurons targeting similar layers receive synaptic inputs with similar kinetics,Hippocampus,2006,16435315,4100,Cossart-Bernard-2006-408-v16-Hippocampus-Fig1a_172T1-Cell4100.jpeg,figure,750104,,NMO_02341,,,,,724
"Cossart R, Petanjek Z, Dumitriu D, Hirsch JC, Ben-Ari Y, Esclapez M, Bernard C",Interneurons targeting similar layers receive synaptic inputs with similar kinetics,Hippocampus,2006,16435315,4100,Cossart-Bernard-2006-408-v16-Hippocampus-Fig1a_52T1-Cell4100.jpeg,figure,750106,,NMO_02345,,,,,724
"Cossart R, Petanjek Z, Dumitriu D, Hirsch JC, Ben-Ari Y, Esclapez M, Bernard C",Interneurons targeting similar layers receive synaptic inputs with similar kinetics,Hippocampus,2006,16435315,4100,Cossart-Bernard-2006-408-v16-Hippocampus-Fig1a_97T1-Cell4100.jpeg,figure,750108,,NMO_02348,,,,,724
"Szocs S, Henn-Mike N, Agocs-Laboda A, Szabo-Meleg E, Varga C",Neurogliaform cells mediate feedback inhibition in the medial entorhinal cortex,Frontiers in Neuroanatomy,2022,36003850,6129,Szocs-Varga-2022-779390-v16-FrontNeuroanat-Fig4A-Cell6129.jpeg,figure,701418,1,,,,,,
"Szocs S, Henn-Mike N, Agocs-Laboda A, Szabo-Meleg E, Varga C",Neurogliaform cells mediate feedback inhibition in the medial entorhinal cortex,Frontiers in Neuroanatomy,2022,36003850,6129,Szocs-Varga-2022-779390-v16-FrontNeuroanat-Fig4B-Cell6129.jpeg,figure,701420,,,,,,,
"Que L, Lukacsovich D, Luo W, Földy C",Transcriptional and morphological profiling of parvalbumin interneuron subpopulations in the mouse hippocampu,Nature Communications,2021,33398060,4160,Que-Foldy-2021-108-v12-n1-NatCommun-Fig1b_O80-Cell4160.jpeg,figure,701426,,,,,,,
"Szabo GG, Farrell JS, Dudok B, Hou WH, Ortiz AL, Varga C, Moolchand P, Gulsever CI, Gschwind T, Dimidschstein J, Capogna M, Soltesz I",Ripple-selective GABAergic projection cells in the hippocampus,Neuron,2022,35489331,4058,Szabo-Soltesz-2022-1959-v110-Neuron-FigS7C-Cell4058.jpeg,figure,701432,,,,,,,
"Pouille F, Scanziani M",Routing of spike series by dynamic circuits in the hippocampus,Nature,2004,15170216,4193,Pouille-Scanziani-2004-717-v429-Nature-Fig3c_left-Cell4193.jpeg,figure,701434,1,,,,,,
"Bilash OM, Chavlis S, Johnson CD, Poirazi P, Basu J",Lateral entorhinal cortex inputs modulate hippocampal dendritic excitability by recruiting a local disinhibitory microcircuit,Cell Reports,2023,36640337,4193,Bilash-Basu-2023-111962-v42-CellReports-FigS10D_n5-Cell4193.jpeg,figure,701444,,,,,,,
"Que L, Lukacsovich D, Luo W, Földy C",Transcriptional and morphological profiling of parvalbumin interneuron subpopulations in the mouse hippocampus,Nature Communications,2021,33398060,4135,Que-Foldy-2021-108-v12-n1-NatCommun-FigS1c_O422-Cell4135.jpeg,figure,701450,,,,,,,
"Que L, Lukacsovich D, Luo W, Földy C",Transcriptional and morphological profiling of parvalbumin interneuron subpopulations in the mouse hippocampus,Nature Communications,2021,33398060,4135,Que-Foldy-2021-108-v12-n1-NatCommun-FigS1c_O428-Cell4135.jpeg,figure,701452,1,,,,,,
"Que L, Lukacsovich D, Luo W, Földy C",Transcriptional and morphological profiling of parvalbumin interneuron subpopulations in the mouse hippocampus,Nature Communications,2021,33398060,4135,Que-Foldy-2021-108-v12-n1-NatCommun-FigS1c_O453-Cell4135.jpeg,figure,701454,,,,,,,
"Ishino Y, Yetman MJ, Sossi SM, Steinecke A, Hayano Y, Taniguchi H",Regional Cellular Environment Shapes Phenotypic Variations of Hippocampal and Neocortical Chandelier Cells,Journal of Neuroscience,2017,28912162,1061,Ishino-Taniguchi-2017-9901-v37-n41-JNeurosci-Fig2I-Cell1061.jpeg,figure,701460,,,,,,,
"Abdulmajeed WI, Wang KY, Wu JW, Ajibola MI, Cheng IH, Lien CC",Connectivity and synaptic features of hilar mossy cells and their effects on granule cell activity along the hippocampal longitudinal axis,Journal of Physiology,2022,35671148,1061,Abdulmajeed-Lien-2022-3355-v600-n14-JPhysiol-Fig5C-Cell1061.jpeg,figure,701466,1,,,,,,
"Abdulmajeed WI, Wang KY, Wu JW, Ajibola MI, Cheng IH, Lien CC",Connectivity and synaptic features of hilar mossy cells and their effects on granule cell activity along the hippocampal longitudinal axis,Journal of Physiology,2022,35671148,1061,Abdulmajeed-Lien-2022-3355-v600-n14-JPhysiol-Fig5G-Cell1061.jpeg,figure,701468,,,,,,,
"Szabo GG, Du X, Oijala M, Varga C, Parent JM, Soltesz I",Extended Interneuronal Network of the Dentate Gyrus,Cell Reports,2017,28793251,2058,Szabo-Soltesz-2017-1262-v20-CellRep-Fig3C-Cell2058.jpeg,figure,701470,,,,,,,
"Szabo GG, Du X, Oijala M, Varga C, Parent JM, Soltesz I",Extended Interneuronal Network of the Dentate Gyrus,Cell Reports,2017,28793251,2058,Szabo-Soltesz-2017-1262-v20-CellRep-FigS2C-Cell2058.jpeg,figure,701474,,,,,,,
"Wester JC, McBain CJ",Interneurons Differentially Contribute to Spontaneous Network Activity in the Developing Hippocampus Dependent on Their Embryonic Lineage,Journal of Neuroscience,2016,26937006,4130,Wester-McBain-2016-2646-v36-n9-JNeurosci-Fig6Ei-Cell4130.jpeg,figure,701482,1,,,,,,
"Sürmeli G, Marcu DC, McClure C, Garden DLF, Pastoll H, Nolan MF",Molecularly Defined Circuitry Reveals Input-Output Segregation in Deep Layers of the Medial Entorhinal Cortex,Neuron,2015,26606996,6122,Surmeli-Nolan-2015-1040-v88-Neuron-Fig4A_L5a-Cell6122.jpeg,figure,701484,,,,,,,
"Sürmeli G, Marcu DC, McClure C, Garden DLF, Pastoll H, Nolan MF",Molecularly Defined Circuitry Reveals Input-Output Segregation in Deep Layers of the Medial Entorhinal Cortex,Neuron,2015,26606996,6122,Surmeli-Nolan-2015-1040-v88-Neuron-Fig4A_L5b-Cell6122.jpeg,figure,701486,1,,,,,,
"Ferrante M, Tahvildari B, Duque A, Hadzipasic M, Salkoff D, Zagha EW, Hasselmo ME, McCormick DA",Distinct Functional Groups Emerge from the Intrinsic Properties of Molecularly Identified Entorhinal Interneurons and Principal Cells,Cerebral Cortex,2017,27269961,6114,Ferrante-McCormick-2017-3186-v27-CerebCortex-Fig7A-Cell6114.jpeg,figure,701494,1,,,,,,
"Badrinarayanan S, Manseau F, Williams S, Brandon MP",A Characterization of the Electrophysiological and Morphological Properties of Vasoactive Intestinal Peptide (VIP) Interneurons in the Medial Entorhinal Cortex (MEC),Frontiers in Neural Circuits,2021,34421547,6114,Badrinarayanan-Brandon-2021-653116-v15-FrontNeuralCircuits-Fig4Bc-Cell6114.jpeg,figure,701500,,,,,,,
"Badrinarayanan S, Manseau F, Williams S, Brandon MP",A Characterization of the Electrophysiological and Morphological Properties of Vasoactive Intestinal Peptide (VIP) Interneurons in the Medial Entorhinal Cortex (MEC),Frontiers in Neural Circuits,2021,34421547,6114,Badrinarayanan-Brandon-2021-653116-v15-FrontNeuralCircuits-FigS4A_n4-Cell6114.jpeg,figure,701502,,,,,,,
"Kirson ED, Yaari Y",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus,Journal of Neuroscience,2000,10864941,4054,Kirson-Yaari-2000-4844-JNeurosci-Fig1C-Cell4054.jpeg,figure,701508,,,,,,,
"Craig MT, McBain CJ",Fast gamma oscillations are generated intrinsically in CA1 without the involvement of fast-spiking basket cells,Journal of Neuroscience,2015,25716860,4083,Craig-McBain-2015-3616-v35-n8-JNeurosci-Fig4B-Cell4083.jpeg,figure,701510,,,,,,,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,J Neurosci,2011,21795545,4083,Tricoire-McBain-2011-10948-JNeurosci-Fig7B-Cell4083.jpeg,figure,701512,,,,,,,
"Chamberland S, Salesse C, Topolnik D, Topolnik L",Synapse-specific inhibitory control of hippocampal feedback inhibitory circuit,Frontiers in Cellular Neuroscience,2010,21060720,4020,Chamberland-Topolnik-2010-130-FrontCellNeurosci-Fig2C_green-lightblue-Cell4020.jpeg,figure,701514,,,,,,,
"Perez-Rosello T, Baker JL, Ferrante M, Iyengar S, Ascoli GA, Barrionuevo G",Passive and active shaping of unitary responses from associational/commissural and perforant path synapses in hippocampal CA3 pyramidal cells,Journal of Computational Neuroscience,2011,21207127,2000,PerezRosello-Barrionuevo-2011-159-v31-JComputNeurosci-Fig1b-Cell2000.jpeg,figure,701520,,,,,,,
"Fidzinski P, Korotkova T, Heidenreich M, Maier N, Schuetze S, Kobler O, Zuschratter W, Schmitz D, Ponomarenko A, Jentsch TJ",KCNQ5 K(+) channels control hippocampal synaptic inhibition and fast network oscillations,Nature Communications,2015,25649132,2045,Fidzinski-Jentsch-2015-6254-v6-NatCommun-Fig2b-Cell2045.jpeg,figure,701522,,,,,,,
"Szabadics J, Soltesz I",Functional specificity of mossy fiber innervation of GABAergic cells in the hippocampus,The Journal of Neuroscience,2009,19339618,2044,Szabadics-Soltesz-2009-4239-JNeurosci-Fig3A-Cell2044.jpeg,figure,701530,,,,,,,
"Fidzinski P, Korotkova T, Heidenreich M, Maier N, Schuetze S, Kobler O, Zuschratter W, Schmitz D, Ponomarenko A, Jentsch TJ",KCNQ5 K(+) channels control hippocampal synaptic inhibition and fast network oscillations,Nature Communications,2015,25649132,2043,Fidzinski-Jentsch-2015-6254-v6-NatCommun-Fig2a-Cell2043.jpeg,figure,701532,,,,,,,
"Lee CT, Kao MH, Hou WH, Wei YT, Chen CL, Lien CC",Causal Evidence for the Role of Specific GABAergic Interneuron Types in Entorhinal Recruitment of Dentate Granule Cells,Scientific Reports,2016,27830729,1005,Lee-Lien-2016-36885-v6-SciRep-FigS2c-Cell1005.jpeg,figure,701534,,,,,,,
