Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Name of file containing figure,Figure/Table,Quote reference id,Representative?,NMO_ID,Interpretation notes figures,New?,Notes,copied to portal folder,Ordering
"Bell LA, Bell KA, McQuiston AR",Synaptic muscarinic response types in hippocampal CA1 interneurons depend on different levels of presynaptic activity and different muscarinic receptor subtypes,Neuropharmacology,2013,23747570,4084,Bell-McQuiston-2013-160-v73-Neuropharmacology-Fig8J-Cell4084.jpeg,figure,701158,,,,,,,
"Soltesz I, Losonczy A",CA1 pyramidal cell diversity enabling parallel information processing in the hippocampus,Nature Neuroscience,2018,29593317,4098,Soltesz-Losonczy-2018-484-v21-NatNeurosci-Fig3a-Cell4098.jpeg,figure,701160,,,,,,,
"Soltesz I, Losonczy A",CA1 pyramidal cell diversity enabling parallel information processing in the hippocampus,Nature Neuroscience,2018,29593317,4099,Soltesz-Losonczy-2018-484-v21-NatNeurosci-Fig3a-Cell4099.jpeg,figure,701162,,,,,,,
"Arszovszki A, Borhegyi Z, Klausberger T",Three axonal projection routes of individual pyramidal cells in the ventral CA1 hippocampus,Frontiers in Neuroanatomy,2014,25009471,4099,Arszovszki-Klausberger-2014-1-v8-n53-FrontNeuroanat-Fig5-Cell4099.jpeg,figure,701164,,,,,,,
"Arszovszki A, Borhegyi Z, Klausberger T",Three axonal projection routes of individual pyramidal cells in the ventral CA1 hippocampus,Frontiers in Neuroanatomy,2014,25009471,4098,Arszovszki-Klausberger-2014-1-v8-n53-FrontNeuroanat-Fig6-Cell4098.jpeg,figure,701166,,,,,,,
"Valero M, Cid E, Averkin RG, Aguilar J, Sanchez-Aguilera A, Viney TJ, Gomez-Dominguez D, Bellistri E, de la Prida LM",Determinants of Different Deep and Superficial CA1 Pyramidal Cell Dynamics During Sharp-Wave Ripples,Nature Neuroscience,2015,26214372,4098,Valero-MenendezdelaPrida-2015-1281-v18-n9-NatNeurosci-Fig3-Cell4098.jpeg,figure,701172,1,,,,,,
"Valero M, Cid E, Averkin RG, Aguilar J, Sanchez-Aguilera A, Viney TJ, Gomez-Dominguez D, Bellistri E, de la Prida LM",Determinants of Different Deep and Superficial CA1 Pyramidal Cell Dynamics During Sharp-Wave Ripples,Nature Neuroscience,2015,26214372,4099,Valero-MenendezdelaPrida-2015-1281-v18-n9-NatNeurosci-Fig3a-Cell4099.jpeg,figure,701178,1,,,,,,
"Winterer J, Stempel AV, Dugladze T, Földy C, Maziashvili N, Zivkovic AR, Priller J, Soltesz I, Gloveli T, Schmitz D",Cell-type-specific modulation of feedback inhibition by serotonin in the hippocampus,Journal of Neuroscience,2011,21653851,4100,Winterer-Schmitz-2011-8464-JNeurosci-Fig7A1-Cell4100.jpeg,figure,701180,,,,,,,
"Szabo GG, Du X, Oijala M, Varga C, Parent JM, Soltesz I",Extended Interneuronal Network of the Dentate Gyrus,Cell Reports,2017,28793251,1024,Szabo-Soltesz-2017-1262-v20-CellRep-FigS1D-Cell1024.jpeg,figure,701182,,,,,,,
"Szabo GG, Du X, Oijala M, Varga C, Parent JM, Soltesz I",Extended Interneuronal Network of the Dentate Gyrus,Cell Reports,2017,28793251,1078,Szabo-Soltesz-2017-1262-v20-CellRep-FigS1B-Cell1078.jpeg,figure,701188,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1106,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4b_MP_n1-Cell1106.jpeg,figure,701191,1,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1106,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4b_MP_n4-Cell1106.jpeg,figure,701192,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1106,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4b_MP_n6-Cell1106.jpeg,figure,701193,,,,,,,
"Vaden RJ, Gonzalez JC, Tsai MC, Niver AJ, Fusilier AR, Griffith CM, Kramer RH, Wadiche JI, Overstreet-Wadiche L",Parvalbumin interneurons provide spillover to newborn and mature dentate granule cells,eLife,2020,32602839,1063,Vaden-OverstreetWadiche-2020-e54125-v9-eLife-Fig4S3_062916-2-Cell1063.jpeg,figure,701198,,,,,,,
"Vaden RJ, Gonzalez JC, Tsai MC, Niver AJ, Fusilier AR, Griffith CM, Kramer RH, Wadiche JI, Overstreet-Wadiche L",Parvalbumin interneurons provide spillover to newborn and mature dentate granule cells,eLife,2020,32602839,1063,Vaden-OverstreetWadiche-2020-e54125-v9-eLife-Fig4B-Cell1063.jpeg,figure,701204,1,,,,,,
"Vaden RJ, Gonzalez JC, Tsai MC, Niver AJ, Fusilier AR, Griffith CM, Kramer RH, Wadiche JI, Overstreet-Wadiche L",Parvalbumin interneurons provide spillover to newborn and mature dentate granule cells,eLife,2020,32602839,1063,Vaden-OverstreetWadiche-2020-e54125-v9-eLife-Fig4S3_030215-2-Cell1063.jpeg,figure,701206,,,,,,,
"Vaden RJ, Gonzalez JC, Tsai MC, Niver AJ, Fusilier AR, Griffith CM, Kramer RH, Wadiche JI, Overstreet-Wadiche L",Parvalbumin interneurons provide spillover to newborn and mature dentate granule cells,eLife,2020,32602839,1063,Vaden-OverstreetWadiche-2020-e54125-v9-eLife-Fig4S3_031115-1-Cell1063.jpeg,figure,701208,,,,,,,
"Vaden RJ, Gonzalez JC, Tsai MC, Niver AJ, Fusilier AR, Griffith CM, Kramer RH, Wadiche JI, Overstreet-Wadiche L",Parvalbumin interneurons provide spillover to newborn and mature dentate granule cells,eLife,2020,32602839,1063,Vaden-OverstreetWadiche-2020-e54125-v9-eLife-Fig4S3_031615-1-Cell1063.jpeg,figure,701210,,,,,,,
"Vaden RJ, Gonzalez JC, Tsai MC, Niver AJ, Fusilier AR, Griffith CM, Kramer RH, Wadiche JI, Overstreet-Wadiche L",Parvalbumin interneurons provide spillover to newborn and mature dentate granule cells,eLife,2020,32602839,1063,Vaden-OverstreetWadiche-2020-e54125-v9-eLife-Fig4S3_031115-3-Cell1063.jpeg,figure,701212,,,,,,,
"Vaden RJ, Gonzalez JC, Tsai MC, Niver AJ, Fusilier AR, Griffith CM, Kramer RH, Wadiche JI, Overstreet-Wadiche L",Parvalbumin interneurons provide spillover to newborn and mature dentate granule cells,eLife,2020,32602839,1063,Vaden-OverstreetWadiche-2020-e54125-v9-eLife-Fig4S3_031315-2-Cell1063.jpeg,figure,701214,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1105,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row1_n4-Cell1105.jpeg,figure,701216,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1105,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row1_n7-Cell1105.jpeg,figure,701218,1,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1105,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row2_n6-Cell1105.jpeg,figure,701220,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1105,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row3_n3-Cell1105.jpeg,figure,701222,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1105,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row3_n4-Cell1105.jpeg,figure,701224,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1105,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row3_n5-Cell1105.jpeg,figure,701226,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1105,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row3_n6-Cell1105.jpeg,figure,701228,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1103,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row1_n1-Cell1103.jpeg,figure,701230,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1103,Wei-Lien-2021-2658-v529-JCompNeurol-Fig3a_HP-Cell1103.jpeg,figure,701232,1,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1103,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row1_n3-Cell1103.jpeg,figure,701234,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1103,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row1_n5-Cell1103.jpeg,figure,701236,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1103,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row1_n6-Cell1103.jpeg,figure,701238,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1103,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row2_n1-Cell1103.jpeg,figure,701240,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1103,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row2_n2-Cell1103.jpeg,figure,701242,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1103,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row2_n3-Cell1103.jpeg,figure,701244,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1103,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row2_n4-Cell1103.jpeg,figure,701246,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1103,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row2_n5-Cell1103.jpeg,figure,701248,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1103,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row2_n7-Cell1103.jpeg,figure,701250,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1103,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row3_n2-Cell1103.jpeg,figure,701252,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1103,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row3_n7-Cell1103.jpeg,figure,701254,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1103,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row4_n1-Cell1103.jpeg,figure,701256,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1103,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row4_n2-Cell1103.jpeg,figure,701258,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1103,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row4_n3-Cell1103.jpeg,figure,701260,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1103,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row4_n4-Cell1103.jpeg,figure,701262,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1103,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row4_n5-Cell1103.jpeg,figure,701264,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1103,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4a_HP_row4_n6-Cell1103.jpeg,figure,701266,,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1104,Wei-Lien-2021-2658-v529-JCompNeurol-Fig3a_Bis-Cell1104.jpeg,figure,701268,1,,,,,,
"Wei YT, Wu JW, Yeh CW, Shen HC, Wu KP, Vida I, Lien CC",Morpho-physiological properties and connectivity of vasoactive intestinal polypeptide-expressing interneurons in the mouse hippocampal dentate gyrus,Journal of Comparative Neurology,2021,33484471,1104,Wei-Lien-2021-2658-v529-JCompNeurol-Fig4c_Bis_n4-Cell1104.jpeg,figure,701270,,,,,,,
"Szabo GG, Du X, Oijala M, Varga C, Parent JM, Soltesz I",Extended Interneuronal Network of the Dentate Gyrus,Cell Reports,2017,28793251,1045,Szabo-Soltesz-2017-1262-v20-CellRep-FigS1E-Cell1045.jpeg,figure,701272,,,,,,,
"Hajos N, Palhalmi J, Mann EO, Németh B, Paulsen O, Freund TF.","Spike Timing of Distinct Types of GABAergic Interneuron

during Hippocampal Gamma Oscillations In Vitro",Journal of Neuroscience,2004,15483131,2121,Hajos-Freund-2004-9127-JNeurosci-Fig4A-Cell2121.jpeg,figure,701274,,,,,,,
"Oren I, Mann EO, Paulsen O, Hajos N",Synaptic currents in anatomically identified CA3 neurons during hippocampal gamma oscillations in vitro,Journal of Neuroscience,2006,17005856,2121,Oren-Hajos-2006-9923-v26-n39-JNeurosci-Fig2Ai-Cell2121.jpeg,figure,701276,,,,,,,
"Ascoli GA, Brown KM, Calixto E, Card JP, Galvan EJ, Perez-Rosello T, Barrionuevo G",Quantitative morphometry of electrophysiologically identified CA3b interneurons reveals robust local geometry and distinct cell classes,The Journal of Comparative Neurology,2009,19496174,2060,Ascoli-Barrionuevo-2009-677-JCompNeurol-Fig_NMO_05531-Cell2060.jpeg,figure,701282,,,,,,,
"Allene C, Picardo MA, Becq H, Miyoshi G, Fishell G, Cossart R",Dynamic changes in interneuron morphophysiological properties mark the maturation of hippocampal network activity,Journal of Neuroscience,2012,22573691,2014,Allene-Cossart-2012-6688-JNeurosci-Fig3A_GDP#1-Cell2014.jpeg,figure,701284,,,,,,,
"Szabó GG, Papp OI, Máté Z, Szabó G, Hájos N",Anatomically heterogeneous populations of CB1 cannabinoid receptor-expressing interneurons in the CA3 region of the hippocampus show homogeneous input-output characteristics,Hippocampus,2014,25044969,2125,Szabo-Hajos-2014-1506-v24-Hippocampus-Fig4B_n2-Cell2125.jpeg,figure,701288,1,,,,,,
"Biró AA, Holderith NB, Nusser Z",Release probability-dependent scaling of the postsynaptic responses at single hippocampal GABAergic synapses,Journal of Neuroscience,2006,17135411,2125,Biro-Nusser-2006-12487-JNeurosci-Fig2A-Cell2125.jpeg,figure,701292,,,,,,,
"Oláh VJ, Lukacsovich D, Winterer J, Arszovszki A, L_rincz A, Nusser Z, Földy C, Szabadics J",Functional specification of CCK+ interneurons by alternative isoforms of Kv4.3 auxiliary subunits,eLife,2020,32490811,2035,Olah-Szabadics-2020-e58515-v9-eLife-Fig2A_n1-Cell2035.jpeg,figure,701294,,,,,,,
"Oláh VJ, Lukacsovich D, Winterer J, Arszovszki A, L_rincz A, Nusser Z, Földy C, Szabadics J",Functional specification of CCK+ interneurons by alternative isoforms of Kv4.3 auxiliary subunits,eLife,2020,32490811,2035,Olah-Szabadics-2020-e58515-v9-eLife-Fig2A_n2-Cell2035.jpeg,figure,701296,1,,,,,,
"Somogyi J, Szabo A, Somogyi P, Lamsa K",Molecular analysis of ivy cells of the hippocampal CA1 stratum radiatum using spectral identification of immunofluorophores,Frontiers in Neural Circuits,2012,22666191,4084,Somogyi-Lamsa-2012-1-FrontNeuralCircuits-Fig1_k051192-Cell4084.jpeg,figure,701302,,,,,,,
"Somogyi J, Szabo A, Somogyi P, Lamsa K",Molecular analysis of ivy cells of the hippocampal CA1 stratum radiatum using spectral identification of immunofluorophores,Frontiers in Neural Circuits,2012,22666191,4084,Somogyi-Lamsa-2012-1-FrontNeuralCircuits-Fig1_k280992-Cell4084.jpeg,figure,701304,,,,,,,
"Gulyas AI, Freund TF",Pyramidal cell dendrites are the primary targets of calbindin D28k-immunoreactive interneurons in the hippocampus,Hippocampus,1996,8953305,4181,Gulyas-Freund-1996-525-Hippocampus-Fig2B_n1-Cell4181.jpeg,figure,701306,,,,,,,
"Gulyas AI, Freund TF",Pyramidal cell dendrites are the primary targets of calbindin D28k-immunoreactive interneurons in the hippocampus,Hippocampus,1996,8953305,4084,Gulyas-Freund-1996-525-Hippocampus-Fig2B_n4-Cell4084.jpeg,figure,701308,,,,,,,
"Torborg CL, Berg AP, Jeffries BW, Bayliss DA, McBain CJ",TASK-like conductances are present within hippocampal CA1 stratum oriens interneuron subpopulations,Journal of Neuroscience,2006,16837582,4187,Torborg-McBain-2006-7362-v26-n28-JNeurosci-Fig3C-Cell4187.jpeg,figure,701312,1,,,,,,
"Winterer J, Lukacsovich D, Que L, Sartori AM, Luo W, Földy C",Single-cell RNA-Seq characterization of anatomically identified OLM interneurons in different transgenic mouse lines,European Journal of Neuroscience,2019,31420995,4187,Winterer-Foldy-2019-3750-v50-EurJNeurosci-Fig2a_H16-Cell4187.jpeg,figure,701320,,,,,,,
"Chittajallu R, Craig MT, McFarland A, Yuan X, Gerfen S, Tricoire L, Erkkila B, Barron SC, Lopez CM, Liang BJ, Jeffries BW, Pelkey KA, McBain CJ",Dual origins of functionally distinct O-LM interneurons revealed by differential 5-HT(3A)R expression,Nature Neuroscience,2013,24097043,4187,Chittajallu-McBain-2013-1598-v16-NatNeurosci-Fig3b-Cell4187.jpeg,figure,701322,,,,,,,
"Winterer J, Lukacsovich D, Que L, Sartori AM, Luo W, Földy C",Single-cell RNA-Seq characterization of anatomically identified OLM interneurons in different transgenic mouse lines,European Journal of Neuroscience,2019,31420995,4187,Winterer-Foldy-2019-3750-v50-EurJNeurosci-Fig2a_H22-Cell4187.jpeg,figure,701324,,,,,,,
"Winterer J, Lukacsovich D, Que L, Sartori AM, Luo W, Földy C",Single-cell RNA-Seq characterization of anatomically identified OLM interneurons in different transgenic mouse lines,European Journal of Neuroscience,2019,31420995,4187,Winterer-Foldy-2019-3750-v50-EurJNeurosci-Fig2a_H33-Cell4187.jpeg,figure,701326,,,,,,,
"Winterer J, Lukacsovich D, Que L, Sartori AM, Luo W, Földy C",Single-cell RNA-Seq characterization of anatomically identified OLM interneurons in different transgenic mouse lines,European Journal of Neuroscience,2019,31420995,4187,Winterer-Foldy-2019-3750-v50-EurJNeurosci-Fig2a_H42-Cell4187.jpeg,figure,701328,,,,,,,
"Winterer J, Lukacsovich D, Que L, Sartori AM, Luo W, Földy C",Single-cell RNA-Seq characterization of anatomically identified OLM interneurons in different transgenic mouse lines,European Journal of Neuroscience,2019,31420995,4187,Winterer-Foldy-2019-3750-v50-EurJNeurosci-Fig2a_H57-Cell4187.jpeg,figure,701330,,,,,,,
"Winterer J, Lukacsovich D, Que L, Sartori AM, Luo W, Földy C",Single-cell RNA-Seq characterization of anatomically identified OLM interneurons in different transgenic mouse lines,European Journal of Neuroscience,2019,31420995,4187,Winterer-Foldy-2019-3750-v50-EurJNeurosci-Fig2b_Som5-Cell4187.jpeg,figure,701332,,,,,,,
"Winterer J, Lukacsovich D, Que L, Sartori AM, Luo W, Földy C",Single-cell RNA-Seq characterization of anatomically identified OLM interneurons in different transgenic mouse lines,European Journal of Neuroscience,2019,31420995,4187,Winterer-Foldy-2019-3750-v50-EurJNeurosci-Fig2b_Som6-Cell4187.jpeg,figure,701334,,,,,,,
"Winterer J, Lukacsovich D, Que L, Sartori AM, Luo W, Földy C",Single-cell RNA-Seq characterization of anatomically identified OLM interneurons in different transgenic mouse lines,European Journal of Neuroscience,2019,31420995,4187,Winterer-Foldy-2019-3750-v50-EurJNeurosci-Fig2b_Som9-Cell4187.jpeg,figure,701336,,,,,,,
"Winterer J, Lukacsovich D, Que L, Sartori AM, Luo W, Földy C",Single-cell RNA-Seq characterization of anatomically identified OLM interneurons in different transgenic mouse lines,European Journal of Neuroscience,2019,31420995,4187,Winterer-Foldy-2019-3750-v50-EurJNeurosci-Fig2b_Som11-Cell4187.jpeg,figure,701338,,,,,,,
"Winterer J, Lukacsovich D, Que L, Sartori AM, Luo W, Földy C",Single-cell RNA-Seq characterization of anatomically identified OLM interneurons in different transgenic mouse lines,European Journal of Neuroscience,2019,31420995,4187,Winterer-Foldy-2019-3750-v50-EurJNeurosci-Fig2b_Som45-Cell4187.jpeg,figure,701340,,,,,,,
"Winterer J, Lukacsovich D, Que L, Sartori AM, Luo W, Földy C",Single-cell RNA-Seq characterization of anatomically identified OLM interneurons in different transgenic mouse lines,European Journal of Neuroscience,2019,31420995,4187,Winterer-Foldy-2019-3750-v50-EurJNeurosci-Fig2b_Som48-Cell4187.jpeg,figure,701342,,,,,,,
"Francavilla R, Villette V, Luo X, Chamberland S, Muñoz-Pino E, Camiré O, Wagner K, Kis V, Somogyi P, Topolnik L",Connectivity and network state-dependent recruitment of long-range VIP-GABAergic neurons in the mouse hippocampus,Nature Communications,2018,30487571,4186,Francavilla-Topolnik-2018-5043-v9-n1-NatCommun-Fig1b-Cell4186.jpeg,figure,701346,1,,,,,,
"Francavilla R, Villette V, Luo X, Chamberland S, Muñoz-Pino E, Camiré O, Wagner K, Kis V, Somogyi P, Topolnik L",Connectivity and network state-dependent recruitment of long-range VIP-GABAergic neurons in the mouse hippocampus,Nature Communications,2018,30487571,4186,Francavilla-Topolnik-2018-5043-v9-n1-NatCommun-FigS1b_n1-Cell4186.jpeg,figure,701352,,,,,,,
"Luo X, Muñoz-Pino E, Francavilla R, Vallée M, Droit A, Topolnik L",Transcriptomic profile of the subiculum-projecting VIP GABAergic neurons in the mouse CA1 hippocampus,Brain Structure and Function,2019,31098764,4186,Luo-Topolnik-2019-2269-v224-n6-BrainStructFunct-Fig1B-Cell4186.jpeg,figure,701356,,,,,,,
"Simonnet J, Brecht M",Burst Firing and Spatial Coding in Subicular Principal Cells,Journal of Neuroscience,2019,30819796,5014,Simonnet-Brecht-2019-3651-v39-n19-JNeurosci-Fig4A-Cell5014.jpeg,figure,701364,,,,,,,
"Simonnet J, Brecht M",Burst Firing and Spatial Coding in Subicular Principal Cells,Journal of Neuroscience,2019,30819796,5014,Simonnet-Brecht-2019-3651-v39-n19-JNeurosci-Fig4C-Cell5014.jpeg,figure,701366,1,,,,,,
"Simonnet J, Brecht M",Burst Firing and Spatial Coding in Subicular Principal Cells,Journal of Neuroscience,2019,30819796,5014,Simonnet-Brecht-2019-3651-v39-n19-JNeurosci-Fig4F-Cell5014.jpeg,figure,701368,,,,,,,
"Anstötz M, Fiske MP, Maccaferri G",Impaired KCC2 Function Triggers Interictal-Like Activity Driven by Parvalbumin-Expressing Interneurons in the Isolated Subiculum In Vitro,Cerebral Cortex,2021,33987649,5015,Anstotz-Maccaferri-2021-4681-v31-CerebCortex-Fig5E-Cell5015.jpeg,figure,701376,,,,,,,
