# ----------------------------------------
# All Web Site Data
# Exit Pages
# 20150101-20230701
# ----------------------------------------

Page,Exits,Pageviews,% Exit
/php/property_page_connectivity.php?id1_neuron=1041&val1_property=DG_H&color1=violetSoma&id2_neuron=1010&val2_property=DG_H&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,2,2,100.00%
/php/property_page_connectivity.php?id1_neuron=1041&val1_property=DG_H&color1=violetSoma&id2_neuron=1041&val2_property=DG_H&color2=violetSoma&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,2,4,50.00%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=CA3_SR&color1=violet&id2_neuron=2000&val2_property=CA3_SR&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,2,3,66.67%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=CA3_SR&color1=violet&id2_neuron=2004&val2_property=CA3_SR&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,2,4,50.00%
/php/property_page_connectivity.php?id1_neuron=2000&val1_property=CA3_SR&color1=violet&id2_neuron=2028&val2_property=CA3_SR&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,2,3,66.67%
/php/property_page_connectivity.php?id1_neuron=2001&val1_property=CA3_SL&color1=redSoma&id2_neuron=2000&val2_property=CA3_SL&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,2,4,50.00%
/php/property_page_connectivity.php?id1_neuron=2043&val1_property=CA3_SP&color1=violetSoma&id2_neuron=2000&val2_property=CA3_SP&color2=blueSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=2&page=1,2,3,66.67%
/php/property_page_connectivity.php?id1_neuron=2043&val1_property=CA3_SP&color1=violetSoma&id2_neuron=2004&val2_property=CA3_SP&color2=blueSoma&connection_type=1&known_conn_flag=0&axonic_basket_flag=2&page=1,2,3,66.67%
/php/property_page_connectivity.php?id1_neuron=3000&val1_property=CA1_SR&color1=red&id2_neuron=4000&val2_property=CA1_SR&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,2,3,66.67%
/php/property_page_connectivity.php?id1_neuron=3008&val1_property=CA2_SR&color1=violet&id2_neuron=3000&val2_property=CA2_SR&color2=violet&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,2,3,66.67%
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=&color1=&id2_neuron=4000&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,2,2,100.00%
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=CA1_SO&color1=violet&id2_neuron=4080&val2_property=CA1_SO&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,2,5,40.00%
/php/property_page_connectivity.php?id1_neuron=4000&val1_property=CA1_SO&color1=violet&id2_neuron=4098&val2_property=CA1_SO&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,2,4,50.00%
/php/property_page_connectivity.php?id1_neuron=4011&val1_property=&color1=&id2_neuron=1000&val2_property=&color2=&connection_type=&known_conn_flag=1&axonic_basket_flag=0&page=1,2,2,100.00%
/php/property_page_connectivity.php?id1_neuron=4021&val1_property=CA1_SR&color1=redSoma&id2_neuron=4020&val2_property=CA1_SR&color2=blueSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,2,2,100.00%
/php/property_page_connectivity.php?id1_neuron=4028&val1_property=CA1_SR&color1=violetSoma&id2_neuron=4028&val2_property=CA1_SR&color2=violetSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,2,2,100.00%
/php/property_page_connectivity.php?id1_neuron=4054&val1_property=CA1_SO&color1=red&id2_neuron=4098&val2_property=CA1_SO&color2=violet&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,2,2,100.00%
/php/property_page_connectivity.php?id1_neuron=4069&val1_property=CA1_SLM&color1=red&id2_neuron=4078&val2_property=CA1_SLM&color2=blue&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,2,4,50.00%
/php/property_page_connectivity.php?id1_neuron=4080&val1_property=CA1_SR&color1=violet&id2_neuron=4000&val2_property=CA1_SR&color2=blueSoma&connection_type=1&known_conn_flag=1&axonic_basket_flag=0&page=1,2,2,100.00%
/php/property_page_connectivity.php?id1_neuron=4094&val1_property=CA1_SLM&color1=violetSoma&id2_neuron=4012&val2_property=CA1_SLM&color2=violetSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,2,3,66.67%
/php/property_page_connectivity.php?id1_neuron=6002&val1_property=DG_SMo&color1=red&id2_neuron=1000&val2_property=DG_SMo&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,2,5,40.00%
/php/property_page_connectivity.php?id1_neuron=6003&val1_property=EC_I&color1=violet&id2_neuron=6003&val2_property=EC_I&color2=violet&connection_type=2&known_conn_flag=-1&axonic_basket_flag=0&page=1,2,4,50.00%
"/php/property_page_connectivity.php?neuron_show_only_value=Axons,Dendrites,,&start=0&stop=10&neuron_show_only=1",2,6,33.33%
/php/property_page_counts.php?id_neuron=3000&val_property=counts,2,3,66.67%
/php/property_page_counts.php?id_neuron=4000&val_property=counts,2,2,100.00%
/php/property_page_fp.php?id_neuron=1000&parameter=D.NASP&count=1&page=1,2,22,9.09%
/php/property_page_fp.php?id_neuron=1005&parameter=ASP.&count=4&page=1,2,9,22.22%
/php/property_page_fp.php?id_neuron=1009&parameter=ASP.&count=1&page=1,2,3,66.67%
/php/property_page_fp.php?id_neuron=1035&parameter=NASP&count=2&page=1,2,7,28.57%
/php/property_page_fp.php?id_neuron=2000&parameter=ASP.NASP&count=1&page=1,2,10,20.00%
/php/property_page_fp.php?id_neuron=2003&parameter=ASP.&count=3&page=1,2,4,50.00%
/php/property_page_fp.php?id_neuron=4000&parameter=NASP&count=1&page=1,2,11,18.18%
/php/property_page_fp.php?id_neuron=4069&parameter=NASP&count=2&page=1,2,5,40.00%
/php/property_page_fp.php?id_neuron=4078&parameter=TSTUT.&count=1&page=1,2,3,66.67%
/php/property_page_fp.php?id_neuron=5005&parameter=NASP&count=1&page=1,2,3,66.67%
/php/property_page_fp.php?id_neuron=6021&parameter=NASP&count=3&page=1,2,3,66.67%
/php/property_page_markers.php?id_neuron=1000&val_property=AR-beta1&color=negative&page=markers,2,4,50.00%
/php/property_page_markers.php?id_neuron=1000&val_property=Caln&color=positive&page=markers,2,5,40.00%
/php/property_page_markers.php?id_neuron=1000&val_property=CB1&color=negative&page=markers,2,7,28.57%
/php/property_page_markers.php?id_neuron=1000&val_property=GABA-B1&color=positive&page=markers,2,7,28.57%
/php/property_page_markers.php?id_neuron=1000&val_property=GluA1&color=positive&page=markers,2,9,22.22%
/php/property_page_markers.php?id_neuron=1000&val_property=GluA2/3&color=positive&page=markers,2,6,33.33%
/php/property_page_markers.php?id_neuron=1000&val_property=Mus1R&color=positive&page=markers,2,8,25.00%
/php/property_page_markers.php?id_neuron=1002&val_property=SOM&color=negative-negative_inference&page=markers,2,3,66.67%
/php/property_page_markers.php?id_neuron=1008&val_property=CoupTF II&color=positive&page=markers,2,3,66.67%
/php/property_page_markers.php?id_neuron=1008&val_property=VIP&color=positive&page=markers,2,2,100.00%
/php/property_page_markers.php?id_neuron=1009&val_property=CCK&color=positive-positive_inference&page=markers,2,7,28.57%
/php/property_page_markers.php?id_neuron=1013&val_property=mGluR1&color=positive&page=markers,2,3,66.67%
/php/property_page_markers.php?id_neuron=1013&val_property=NPY&color=positive&page=markers,2,5,40.00%
/php/property_page_markers.php?id_neuron=1035&val_property=CCK&color=negative-negative_inference&page=markers,2,2,100.00%
/php/property_page_markers.php?id_neuron=2000&val_property=Caln&color=positive&page=markers,2,10,20.00%
/php/property_page_markers.php?id_neuron=2000&val_property=CaM&color=positive&page=markers,2,13,15.38%
/php/property_page_markers.php?id_neuron=2000&val_property=CB&color=negative&page=markers,2,8,25.00%
/php/property_page_markers.php?id_neuron=2000&val_property=CB1&color=positive-negative-weak_positive&page=markers,2,8,25.00%
/php/property_page_markers.php?id_neuron=2000&val_property=Gaba-a-alpha&color=positive-negative&page=markers,2,5,40.00%
/php/property_page_markers.php?id_neuron=2000&val_property=GABAa\beta 1&color=positive-negative&page=markers,2,4,50.00%
/php/property_page_markers.php?id_neuron=2000&val_property=mGluR1&color=positive&page=markers,2,9,22.22%
/php/property_page_markers.php?id_neuron=2000&val_property=mGluR2&color=negative&page=markers,2,3,66.67%
/php/property_page_markers.php?id_neuron=2000&val_property=vGluT3&color=positive-negative&page=markers,2,4,50.00%
/php/property_page_markers.php?id_neuron=2000&val_property=VILIP&color=positive&page=markers,2,3,66.67%
/php/property_page_markers.php?id_neuron=2001&val_property=Prox1&color=positive&page=markers,2,3,66.67%
/php/property_page_markers.php?id_neuron=2004&val_property=Mus4R&color=positive&page=markers,2,4,50.00%
/php/property_page_markers.php?id_neuron=2042&val_property=VIP&color=positive&page=markers,2,2,100.00%
/php/property_page_markers.php?id_neuron=3000&val_property=mGluR1&color=positive&page=markers,2,3,66.67%
/php/property_page_markers.php?id_neuron=3000&val_property=NG&color=positive&page=markers,2,3,66.67%
/php/property_page_markers.php?id_neuron=3000&val_property=vGAT&color=negative&page=markers,2,2,100.00%
/php/property_page_markers.php?id_neuron=4000&val_property=Caln&color=positive&page=markers,2,3,66.67%
/php/property_page_markers.php?id_neuron=4000&val_property=CaM&color=positive&page=markers,2,11,18.18%
/php/property_page_markers.php?id_neuron=4000&val_property=CCK&color=positive-negative&page=markers,2,2,100.00%
/php/property_page_markers.php?id_neuron=4000&val_property=GABAa\alpha 2&color=positive-negative&page=markers,2,4,50.00%
/php/property_page_markers.php?id_neuron=4000&val_property=nNOS&color=positive-negative-weak_positive&page=markers,2,3,66.67%
/php/property_page_markers.php?id_neuron=4023&val_property=nNOS&color=positive-negative_inference&page=markers,2,2,100.00%
/php/property_page_markers.php?id_neuron=4036&val_property=Cx36&color=positive&page=markers,2,3,66.67%
/php/property_page_markers.php?id_neuron=4039&val_property=PV&color=positive-negative&page=markers,2,3,66.67%
/php/property_page_markers.php?id_neuron=4039&val_property=vGluT3&color=positive-negative_inference&page=markers,2,5,40.00%
/php/property_page_markers.php?id_neuron=4078&val_property=PV&color=positive-negative_inference&page=markers,2,2,100.00%
/php/property_page_markers.php?id_neuron=4079&val_property=vGluT3&color=positive-negative&page=markers,2,2,100.00%
/php/property_page_markers.php?id_neuron=4080&val_property=PV&color=positive-negative-negative_inference&page=markers,2,2,100.00%
/php/property_page_markers.php?id_neuron=4081&val_property=CB1&color=negative-negative_inference&page=markers,2,2,100.00%
/php/property_page_markers.php?id_neuron=4083&val_property=CR&color=positive-negative_inference&page=markers,2,2,100.00%
/php/property_page_markers.php?id_neuron=4099&val_property=Gaba-a-alpha&color=positive&page=markers,2,2,100.00%
/php/property_page_markers.php?id_neuron=4099&val_property=Ndst4&color=positive&page=markers,2,3,66.67%
/php/property_page_markers.php?id_neuron=5001&val_property=GABAa\alpha 2&color=positive&page=markers,2,2,100.00%
/php/property_page_markers.php?id_neuron=5005&val_property=nNOS&color=positive-negative&page=markers,2,2,100.00%
/php/property_page_markers.php?id_neuron=6053&val_property=CCK&color=positive-negative&page=markers,2,2,100.00%
/php/property_page_markers.php?id_neuron=6094&val_property=CR&color=positive&page=markers,2,4,50.00%
/php/property_page_markers.php?id_neuron=6095&val_property=SOM&color=positive-negative&page=markers,2,2,100.00%
/php/property_page_morphology.php?id_neuron=1001&val_property=CA3_SL&color=red&page=1,2,7,28.57%
/php/property_page_morphology.php?id_neuron=1001&val_property=DG_SMi&color=violetSoma&page=1,2,7,28.57%
/php/property_page_morphology.php?id_neuron=1001&val_property=DG_SMo&color=blue&page=1,2,5,40.00%
/php/property_page_morphology.php?id_neuron=1002&val_property=DG_H&color=violetSoma&page=1,2,4,50.00%
/php/property_page_morphology.php?id_neuron=1006&val_property=DG_SG&color=blueSoma&page=1,2,4,50.00%
/php/property_page_morphology.php?id_neuron=1007&val_property=DG_SMo&color=somata&page=1,2,3,66.67%
/php/property_page_morphology.php?id_neuron=1009&val_property=DG_SG&color=somata&page=1,2,5,40.00%
/php/property_page_morphology.php?id_neuron=1010&val_property=DG_H&color=violet&page=1,2,2,100.00%
/php/property_page_morphology.php?id_neuron=1013&val_property=DG_SG&color=somata&page=1,2,8,25.00%
/php/property_page_morphology.php?id_neuron=1026&val_property=CA3_SL&color=red&page=1,2,2,100.00%
/php/property_page_morphology.php?id_neuron=1035&val_property=DG_H&color=blue&page=1,2,4,50.00%
/php/property_page_morphology.php?id_neuron=1040&val_property=DG_SMi&color=somata&page=1,2,2,100.00%
/php/property_page_morphology.php?id_neuron=1041&val_property=DG_H&color=red&page=1,2,3,66.67%
/php/property_page_morphology.php?id_neuron=1041&val_property=DG_H&color=somata&page=1,2,9,22.22%
/php/property_page_morphology.php?id_neuron=1043&val_property=DG_H&color=violetSoma&page=1,2,8,25.00%
/php/property_page_morphology.php?id_neuron=2013&val_property=CA3_SL&color=violetSoma&page=1,2,3,66.67%
/php/property_page_morphology.php?id_neuron=2023&val_property=CA3_SR&color=violetSoma&page=1,2,5,40.00%
/php/property_page_morphology.php?id_neuron=2046&val_property=CA3_SL&color=violetSoma&page=1,2,4,50.00%
/php/property_page_morphology.php?id_neuron=2049&val_property=CA3_SO&color=blueSoma&page=1,2,2,100.00%
/php/property_page_morphology.php?id_neuron=4000&val_property=CA1_SO&color=blue&page=1,2,3,66.67%
/php/property_page_morphology.php?id_neuron=4000&val_property=CA1_SP&color=blue&page=1,2,3,66.67%
/php/property_page_morphology.php?id_neuron=4005&val_property=CA1_SLM&color=violetSoma&page=1,2,3,66.67%
/php/property_page_morphology.php?id_neuron=4012&val_property=CA1_SLM&color=violetSoma&page=1,2,5,40.00%
/php/property_page_morphology.php?id_neuron=4022&val_property=CA1_SLM&color=blue&page=1,2,3,66.67%
/php/property_page_morphology.php?id_neuron=4022&val_property=CA1_SR&color=somata&page=1,2,4,50.00%
/php/property_page_morphology.php?id_neuron=4035&val_property=CA1_SO&color=somata&page=1,2,2,100.00%
/php/property_page_morphology.php?id_neuron=4056&val_property=CA1_SR&color=violetSoma&page=1,2,2,100.00%
/php/property_page_morphology.php?id_neuron=4098&val_property=CA1_SP&color=blueSoma&page=1,2,4,50.00%
/php/property_page_morphology.php?id_neuron=6092&val_property=CA1_SLM&color=red&page=1,2,3,66.67%
/php/property_page_phases.php?id_neuron=1000,2,19,10.53%
/php/property_page_phases.php?id_neuron=4000,2,5,40.00%
/php/property_page_phases.php?id_neuron=4000&val_property=swr_ratio,2,5,40.00%
/php/property_page_phases.php?id_neuron=4078,2,6,33.33%
/php/property_page_phases.php?id_neuron=4098&val_property=swr_ratio,2,2,100.00%
/php/property_page_synpro_pvals.php?id_neuron_source=1000&id_neuron_target=1041&color=blue&page=1&nm_page=noc,2,10,20.00%
/php/property_page_synpro_pvals.php?id_neuron_source=1002&id_neuron_target=1036&color=blue&page=1&nm_page=noc,2,3,66.67%
/php/property_page_synpro_pvals.php?id_neuron_source=2000&id_neuron_target=2004&color=blue&page=1&nm_page=prosyn,2,2,100.00%
/php/property_page_synpro.php?id_neuron=1000&val_property=DG_SMo&color=blue&page=1&sp_page=dal,2,13,15.38%
/php/search.php?value=DG:SMi&N=3,2,2,100.00%
/php/synaptic_mod_sum.php?pre_id=1000&post_id=1002,2,6,33.33%
/php/synaptic_mod_sum.php?pre_id=2000&post_id=2043,2,4,50.00%
/php/synaptic_mod_sum.php?pre_id=2004&post_id=1000,2,3,66.67%
/php/synaptic_mod_sum.php?pre_id=2046&post_id=2000,2,3,66.67%
/php/synaptic_mod_sum.php?pre_id=6003&post_id=6048,2,5,40.00%
/php/tools.php,2,65,3.08%
/php/view_fp_image.php?image=Ali-Thomson-1998-185-JPhysiol-Fig2Atop-Cell4089-ASP..jpeg,2,3,66.67%
/php/view_fp_image.php?image=Tricoire-McBain-2011-10948-JNeurosci-Fig8Fred-Cell4012-D..jpeg,2,3,66.67%
/php/view_fp_image.php?image=Zemankovics-Hajos-2010-2109-JPhsyiol-Fig1A-Cell4000-TSWB.NASP.jpeg,2,7,28.57%
/phpdev/synapse_probabilities_dal.php,2,2,100.00%
/proxy_u/en-ru.ru.109482ad-610b38f0-25490ae8-74722d776562/hippocampome.org/php/index.php,2,2,100.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1000&id_neuron_target=1002&color=violetSoma&page=1&nm_page=ps,2,36,5.56%
/synapse_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1000&id_neuron_target=1041&color=violetSoma&page=1,2,140,1.43%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&val1_property=DG_H&color1=red&id2_neuron=1013&val2_property=DG_H&color2=blueSoma&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1,2,25,8.00%
/synapse_probabilities/php/property_page_synpro_nm.php?id1_neuron=2000&val1_property=CA3_SR&color1=red&id2_neuron=2004&val2_property=CA3_SR&color2=blue&connection_type=2&known_conn_flag=1&axonic_basket_flag=0&page=1&nm_page=noc,2,14,14.29%
/synapse_probabilities/php/property_page_synpro.php?id_neuron=1000&val_property=DG_H&color=red&page=1&sp_page=sd,2,38,5.26%
/synaptic_probabilities/php/property_page_synpro_nm.php?id_neuron_source=1000&id_neuron_target=1041&color=violetSoma&page=1,2,10,20.00%
/synaptic_probabilities/php/property_page_synpro_nm.php?id1_neuron=1000&color1=red&id2_neuron=1041&color2=blue&connection_type=2&known_conn_flag=0&axonic_basket_flag=0&page=1,2,41,4.88%
/synaptome/php/synaptome_model2.php,2,9,22.22%
/csv2db/index.php,1,1,100.00%
/devur2_backup/index.php,1,1,100.00%
/devur2/Help_Electrophysiological_Abbreviations_and_Definitions.php,1,1,100.00%
/devur2/Help_Search_Engine.php,1,1,100.00%
/devur2/neuron_by_pattern.php?pattern=ASP.,1,1,100.00%
/devur2/property_page_counts.php?id_neuron=1027&val_property=counts,1,1,100.00%
/devur2/property_page_fp.php,1,2,50.00%
/devur2/property_page_markers.php?id_neuron=4080&val_property=PV&color=positive-negative-negative_inference&page=markers,1,2,50.00%
/devur2/property_page_markers.php?id_neuron=4098&val_property=ENK&color=negative_inference&page=markers,1,1,100.00%
/devur2/property_page_markers.php?id_neuron=4098&val_property=VIP&color=positive-negative_inference&page=markers,1,1,100.00%
/devur2/property_page_markers.php?id_neuron=4181&val_property=SOM&color=positive-positive_inference-negative_inference&page=markers,1,1,100.00%
/devur2/property_page_morphology.php?id_neuron=4000&val_property=CA1_SR&color=blueSoma&page=1,1,1,100.00%
/devur2/property_page_morphology.php?id_neuron=4011&val_property=CA1_SLM&color=somata&page=1,1,1,100.00%
/devur2/property_page_morphology.php?id_neuron=4099&val_property=CA1_SR&color=blue&page=1,1,1,100.00%
/devur2/property_page_phases.php?id_neuron=2000&val_property=DS_ratio,1,2,50.00%
/devur2/property_page_phases.php?id_neuron=2000&val_property=theta,1,2,50.00%
/devur2/property_page_phases.php?id_neuron=4004,1,1,100.00%
/devur2/property_page_phases.php?id_neuron=4098&val_property=firingRate,1,2,50.00%
/devur2/property_page_phases.php?id_neuron=4098&val_property=theta,1,3,33.33%
/devur2/property_page_phases.php?id_neuron=4099,1,3,33.33%
/devur2/property_page_phases.php?id_neuron=4099&val_property=tau,1,3,33.33%
